"lga_id","pop_2006","lga","state","zone","area_sq_km","surveying_effort","pop_density_2006","unique_lga"
550,116511,"Obokun","Osun","Southwest",527.2962539,"Others",220.959278846111,"osun_obokun"
551,148281,"Obot-Akara","Akwa Ibom","South-South",237.5241582,"Others",624.27755190756,"akwa_ibom_obot_akara"
552,118114,"Obowo","Imo","Southeast",93.28285205,"148",1266.1919892489,"imo_obowo"
553,172444,"Obubra","Cross River","South-South",1114.494737,"148",154.72841124776,"cross_river_obubra"
554,160106,"Obudu","Cross River","South-South",453.1460603,"Others",353.320957692987,"cross_river_obudu"
555,109449,"Odeda","Ogun","Southwest",1562.191301,"113",70.0612018066794,"ogun_odeda"
556,230351,"Odigbo","Ondo","Southwest",1820.171883,"Others",126.554531553546,"ondo_odigbo"
557,127123,"Odogbolu","Ogun","Southwest",541.6180828,"Others",234.709667267409,"ogun_odogbolu"
558,134110,"Odo-otin","Osun","Southwest",294.7509349,"113",454.994315948478,"osun_odo_otin"
559,192444,"Odukpani","Cross River","South-South",1354.442988,"113",142.083499789214,"cross_river_odukpani"
560,89674,"Offa","Kwara","North-Central",95.4916054,"Others",939.077310768513,"kwara_offa"
561,192169,"Ofu","Kogi","North-Central",1680.458991,"Others",114.35506669856,"kogi_ofu"
562,284010,"Ogba/Egbema/Ndoni","Rivers","South-South",969.7606397,"Others",292.866083003595,"rivers_ogba_egbema_ndoni"
563,128707,"Ogbadibo","Benue","North-Central",597.9435825,"Others",215.249404403466,"benue_ogbadibo"
564,221879,"Ogbaru","Anambra","Southeast",453.5161543,"Others",489.241668452735,"anambra_ogbaru"
565,179926,"Ogbia","Bayelsa","South-South",695.165229,"148",258.824798039489,"bayelsa_ogbia"
566,198720,"Ogbomoso North","Oyo","Southwest",184.7151775,"Others",1075.81847192822,"oyo_ogbomoso_north"
567,100815,"Ogbomoso South","Oyo","Southwest",68.34389732,"Others",1475.11341836366,"oyo_ogbomoso_south"
568,74683,"Ogo Bolo","Rivers","South-South",88.70791866,"148",841.89778238677,"rivers_ogo_bolo"
569,171901,"Ogoja","Cross River","South-South",972.2577511,"Others",176.805995946562,"cross_river_ogoja"
570,65184,"Ogo Oluwa","Oyo","Southwest",368.9994548,"148",176.650667506623,"oyo_ogo_oluwa"
571,39622,"Ogori/Magongo","Kogi","North-Central",79.4399695,"Others",498.766556047079,"kogi_ogori_magongo"
572,72935,"Ogun waterside","Ogun","Southwest",1001.581011,"148",72.8198709829574,"ogun_ogun_waterside"
573,143008,"Oguta","Imo","Southeast",483.6417368,"Others",295.689947989617,"imo_oguta"
574,245144,"Ohafia","Abia","Southeast",438.2592552,"113",559.358409643005,"abia_ohafia"
575,182538,"Ohaji/Egbema","Imo","Southeast",890.5895668,"Others",204.963101752788,"imo_ohaji_egbema"
576,148626,"Ohaozara","Ebonyi","Southeast",311.662408,"148",476.881382498976,"ebonyi_ohaozara"
577,196337,"Ohaukwu","Ebonyi","Southeast",516.8795589,"Others",379.850579538946,"ebonyi_ohaukwu"
578,71482,"Ohimini","Benue","North-Central",632.058932,"Others",113.093884732888,"benue_ohimini"
579,182717,"Ohionmwon","Edo","South-South",2383.070819,"113",76.6729207303512,"edo_ohionmwon"
580,126587,"Oji-River","Enugu","Southeast",403.2371531,"148",313.926926194242,"enugu_oji_river"
581,598071,"Ojo","Lagos","Southwest",158.3905153,"Others",3775.92685311505,"lagos_ojo"
582,170236,"Oju","Benue","North-Central",1282.42443,"Others",132.745443721779,"benue_oju"
583,199999,"Okehi","Kogi","North-Central",661.39015,"148",302.391863561923,"kogi_okehi"
584,320260,"Okene","Kogi","North-Central",327.9823093,"Others",976.455104189975,"kogi_okene"
585,57619,"Oke-Ero","Kwara","North-Central",438.0978846,"148",131.52083592599,"kwara_oke_ero"
586,132237,"Okigwe","Imo","Southeast",320.3747651,"Others",412.757228112908,"imo_okigwe"
587,233565,"Okitipupa","Ondo","Southwest",804.0500277,"Others",290.485656306881,"ondo_okitipupa"
588,104057,"Okobo","Akwa Ibom","South-South",299.4975974,"Others",347.438513374866,"akwa_ibom_okobo"
589,130029,"Okpe","Delta","South-South",445.3813938,"Others",291.94978014369,"delta_okpe"
590,222026,"Okrika","Rivers","South-South",222.0710514,"148",999.797130694361,"rivers_okrika"
591,160152,"Olamabolo","Kogi","North-Central",1132.022936,"Others",141.474165325569,"kogi_olamabolo"
592,76593,"Ola-oluwa","Osun","Southwest",328.1136164,"148",233.434384224476,"osun_ola_oluwa"
593,131761,"Olorunda","Osun","Southwest",96.80194761,"Others",1361.13996932009,"osun_olorunda"
594,81759,"Olorunsogo","Oyo","Southwest",1070.286859,"Others",76.3898008393654,"oyo_olorunsogo"
595,202725,"Oluyole","Oyo","Southwest",629.606662,"Others",321.9867454325,"oyo_oluyole"
596,108402,"Omala","Kogi","North-Central",1666.86705,"113",65.033381036598,"kogi_omala"
597,100366,"Omuma","Rivers","South-South",170.0078535,"113",590.360962354013,"rivers_omuma"
598,265059,"Ona-ara","Oyo","Southwest",289.8727639,"Others",914.39773931793,"oyo_ona_ara"
599,74758,"Ondo East","Ondo","Southwest",354.2360332,"113",211.040077782804,"ondo_ondo_east"
600,283672,"Ondo west","Ondo","Southwest",971.3875536,"Others",292.027624760787,"ondo_ondo_west"
601,236828,"Onicha","Ebonyi","Southeast",476.231073,"Others",497.296403840494,"ebonyi_onicha"
602,124942,"Onitsha North","Anambra","Southeast",42.14007024,"Others",2964.92149368567,"anambra_onitsha_north"
603,136662,"Onitsha","Anambra","Southeast",10.01234052,"Others",13649.3559849481,"anambra_onitsha"
604,123373,"Onna","Akwa Ibom","South-South",162.1015364,"Others",761.08470493189,"akwa_ibom_onna"
605,176647,"Okpokwu","Benue","North-Central",731.1503433,"148",241.601473101572,"benue_okpokwu"
606,151511,"Opobo/Nkoro","Rivers","South-South",130.1289695,"Others",1164.31414605185,"rivers_opobo_nkoro"
607,374671,"Oredo","Edo","South-South",249.3820332,"Others",1502.39772766437,"edo_oredo"
608,104441,"Orelope","Oyo","Southwest",918.3821959,"Others",113.72280567531,"oyo_orelope"
609,148617,"Oriade","Osun","Southwest",465.7959189,"Others",319.060330865428,"osun_oriade"
610,150628,"OriIre","Oyo","Southwest",2118.700884,"113",71.0945094409089,"oyo_oriire"
611,142717,"Orlu","Imo","Southeast",131.6468538,"Others",1084.08971335402,"imo_orlu"
612,103077,"Orolu","Osun","Southwest",79.7033529,"Others",1293.25801549812,"osun_orolu"
613,87461,"Oron","Akwa Ibom","South-South",53.64798335,"Others",1630.27563271863,"akwa_ibom_oron"
614,120003,"Orsu","Imo","Southeast",55.85168391,"Others",2148.60128825076,"imo_orsu"
615,111822,"Oru East","Imo","Southeast",135.7261064,"Others",823.879819188566,"imo_oru_east"
616,172654,"Oruk Anam","Akwa Ibom","South-South",523.5944915,"113",329.74754853776,"akwa_ibom_oruk_anam"
617,172405,"Orumba North","Anambra","Southeast",297.2528423,"Others",579.99445410181,"anambra_orumba_north"
618,187198,"Orumba South","Anambra","Southeast",192.3580533,"113",973.174747760873,"anambra_orumba_south"
619,117492,"Oru West","Imo","Southeast",93.32033027,"Others",1259.01826172352,"imo_oru_west"
620,144901,"Ose","Ondo","Southwest",1465.905668,"148",98.8474246079523,"ondo_ose"
621,115316,"Oshimili North","Delta","South-South",509.7564675,"Others",226.217826260341,"delta_oshimili_north"
622,149603,"Oshimili South","Delta","South-South",267.7337215,"Others",558.775335291487,"delta_oshimili_south"
623,621509,"Oshodi-Isolo","Lagos","Southwest",44.82284879,"Others",13865.8968980717,"lagos_oshodi_isolo"
624,219632,"Osisioma Ngwa","Abia","Southeast",197.7711375,"Others",1110.53616203224,"abia_osisioma_ngwa"
625,156694,"Osogbo","Osun","Southwest",46.61160243,"Others",3361.69519671242,"osun_osogbo"
626,261666,"Oturkpo","Benue","North-Central",1269.386497,"Others",206.135799158418,"benue_oturkpo"
627,153849,"Ovia North East","Edo","South-South",2302.510617,"Others",66.8179329398506,"edo_ovia_north_east"
628,135356,"Ovia-South-West","Edo","South-South",2805.720473,"148",48.242867136109,"edo_ovia_south_west"
629,154385,"Owan East","Edo","South-South",1241.134812,"Others",124.390193963877,"edo_owan_east"
630,97388,"Owan West","Edo","South-South",732.0475785,"Others",133.035068840133,"edo_owan_west"
631,127213,"Owerri-Municipal","Imo","Southeast",57.97098254,"Others",2194.4254595344,"imo_owerri_municipal"
632,175395,"Owerri North","Imo","Southeast",198.2641868,"Others",884.652961439428,"imo_owerri_north"
633,99265,"Owerri West","Imo","Southeast",294.6143256,"Others",336.932020524938,"imo_owerri_west"
634,218886,"Owo","Ondo","Southwest",1027.579274,"Others",213.011302911896,"ondo_owo"
635,134210,"Oye","Ekiti","Southwest",507.4410588,"148",264.483919210993,"ekiti_oye"
636,168029,"Oyi","Anambra","Southeast",136.4790225,"Others",1231.17089294804,"anambra_oyi"
637,122687,"Oyigbo","Rivers","South-South",247.7981366,"Others",495.108646430395,"rivers_oyigbo"
638,136236,"Oyo","Oyo","Southwest",526.41231,"Others",258.800938754643,"oyo_oyo"
639,123846,"Oyo East","Oyo","Southwest",144.048124,"Others",859.754341542136,"oyo_oyo_east"
640,94253,"Oyun","Kwara","North-Central",476.8022874,"Others",197.677323475022,"kwara_oyun"
641,158086,"Paikoro","Niger","North-Central",2066.93531,"Others",76.483283843073,"niger_paikoro"
642,191685,"Pankshin","Plateau","North-Central",1522.961775,"148",125.86330343058,"plateau_pankshin"
643,67707,"Patani","Delta","South-South",217.1697872,"Others",311.769886930202,"delta_patani"
644,112317,"Patigi","Kwara","North-Central",2915.204402,"148",38.528001646452,"kwara_patigi"
645,541115,"Port-Harcourt","Rivers","South-South",109.2717906,"Others",4952.01000211302,"rivers_port_harcourt"
646,205876,"Potiskum","Yobe","Northeast",558.2870221,"Others",368.763721616878,"yobe_potiskum"
647,196929,"Qua'an-Pan","Plateau","North-Central",2476.802254,"Others",79.5093753172917,"plateau_qua_an_pan"
648,149165,"Rabah","Sokoto","Northwest",2434.268091,"Others",61.2771455007336,"sokoto_rabah"
649,181929,"Rafi","Niger","North-Central",3681.986721,"148",49.4105529936809,"niger_rafi"
650,145439,"Rano","Kano","Northwest",520.4049643,"Others",279.472737535529,"kano_rano"
651,59911,"Remo North","Ogun","Southwest",199.5865092,"Others",300.175599243358,"ogun_remo_north"
652,176053,"Rijau","Niger","North-Central",3198.330985,"Others",55.0452723078628,"niger_rijau"
653,153744,"Rimi","Katsina","Northwest",452.1943509,"Others",339.995401742645,"katsina_rimi"
654,104790,"Rimin Gado","Kano","Northwest",225.2386748,"Others",465.23981768694,"kano_rimin_gado"
655,192024,"Ringim","Jigawa","Northwest",1056.267941,"148",181.794781935922,"jigawa_ringim"
656,131557,"Riyom","Plateau","North-Central",806.6411699,"113",163.092345034049,"plateau_riyom"
657,227742,"Rogo","Kano","Northwest",801.8394043,"Others",284.024455244647,"kano_rogo"
658,77819,"Roni","Jigawa","Northwest",322.3295014,"Others",241.426861835489,"jigawa_roni"
659,207599,"Sabon-Birni","Sokoto","Northwest",2355.153927,"Others",88.1466801893667,"sokoto_sabon_birni"
660,286871,"Sabon-Gari","Kaduna","Northwest",263.4926649,"Others",1088.72480419473,"kaduna_sabon_gari"
661,136050,"Sabuwa","Katsina","Northwest",642.2049128,"Others",211.848270370317,"katsina_sabuwa"
662,183779,"Safana","Katsina","Northwest",281.5126596,"Others",652.826769002612,"katsina_safana"
663,187146,"Sagbama","Bayelsa","South-South",945.5708439,"113",197.918539057441,"bayelsa_sagbama"
664,89937,"Sakaba","Kebbi","Northwest",1260.680607,"148",71.3400360889346,"kebbi_sakaba"
665,110223,"Saki East","Oyo","Southwest",1571.530212,"Others",70.1373725801461,"oyo_saki_east"
666,278002,"Saki west","Oyo","Southwest",2016.857361,"Others",137.839197444365,"oyo_saki_west"
667,137287,"Sandamu","Katsina","Northwest",1418.598395,"Others",96.7765087595492,"katsina_sandamu"
668,149333,"Sanga","Kaduna","Northwest",1255.506072,"Others",118.942475333564,"kaduna_sanga"
669,171888,"Sapele","Delta","South-South",450.5395605,"Others",381.515886882923,"delta_sapele"
670,224437,"Sardauna","Taraba","Northeast",4598.883866,"148",48.8024935048447,"taraba_sardauna"
671,253412,"Shagamu","Ogun","Southwest",614.7449061,"Others",412.22301719858,"ogun_shagamu"
672,156413,"Shagari","Sokoto","Northwest",1333.181447,"Others",117.323114833295,"sokoto_shagari"
673,127146,"Shanga","Kebbi","Northwest",1643.482315,"Others",77.363777413084,"kebbi_shanga"
674,102317,"Shani","Borno","Northeast",1260.951921,"113",81.1426655497359,"borno_shani"
675,140607,"Shanono","Kano","Northwest",696.6236633,"Others",201.840688749971,"kano_shanono"
676,149069,"Shelleng","Adamawa","Northeast",1357.69013,"148",109.796040131779,"adamawa_shelleng"
677,208017,"Shendam","Plateau","North-Central",2475.857797,"Others",84.0181533253059,"plateau_shendam"
678,135649,"Shinkafi","Zamfara","Northwest",674.5766761,"Others",201.087592865264,"zamfara_shinkafi"
679,234014,"Shira","Bauchi","Northeast",1319.951682,"148",177.289822946716,"bauchi_shira"
680,235404,"Shiroro","Niger","North-Central",5017.363372,"Others",46.9178695156305,"niger_shiroro"
681,151520,"Shongom","Gombe","Northeast",920.9503452,"148",164.525699772766,"gombe_shongom"
682,402673,"Shomolu","Lagos","Southwest",11.56664488,"Others",34813.2932391022,"lagos_shomolu"
683,104378,"Silame","Sokoto","Northwest",790.7830422,"Others",131.993219922388,"sokoto_silame"
684,293270,"Soba","Kaduna","Northwest",2233.615899,"Others",131.298313255783,"kaduna_soba"
685,232846,"Sokoto North","Sokoto","Northwest",50.9355555,"Others",4571.38432504187,"sokoto_sokoto_north"
686,194914,"Sokoto South","Sokoto","Northwest",41.13577492,"Others",4738.30869551053,"sokoto_sokoto_south"
687,192697,"Song","Adamawa","Northeast",4249.844952,"Pilot",45.3421247542962,"adamawa_song"
688,319413,"Southern Ijaw","Bayelsa","South-South",2683.720281,"113",119.018737631249,"bayelsa_southern_ijaw"
689,216578,"Suleja","Niger","North-Central",118.9960649,"Others",1820.04337859411,"niger_suleja"
690,130849,"Sule Tankakar","Jigawa","Northwest",1282.426676,"113",102.032344186827,"jigawa_sule_tankakar"
691,253661,"Sumaila","Kano","Northwest",1250.13163,"148",202.907433035672,"kano_sumaila"
692,150230,"Suru","Kebbi","Northwest",1353.288897,"113",111.011034179792,"kebbi_suru"
693,142070,"Surulere","Oyo","Southwest",851.9419917,"Others",166.760180134457,"oyo_surulere"
694,503975,"Surulere","Lagos","Southwest",23.03237442,"Others",21881.1569667076,"lagos_surulere"
695,83544,"Tafa","Niger","North-Central",221.6531091,"Others",376.913278316835,"niger_tafa"
696,219988,"Tafawa-Balewa","Bauchi","Northeast",2513.491868,"Others",87.5228612436474,"bauchi_tafawa_balewa"
697,117797,"Tai","Rivers","South-South",158.5865754,"Others",742.793011973951,"rivers_tai"
698,202743,"Takai","Kano","Northwest",597.7212688,"113",339.193216943797,"kano_takai"
699,135349,"Takum","Taraba","Northeast",2501.922898,"113",54.0979900332644,"taraba_takum"
700,215178,"Talata-Mafara","Zamfara","Northwest",1430.84328,"Others",150.385442632124,"zamfara_talata_mafara"
701,224931,"Tambuwal","Sokoto","Northwest",1718.84649,"113",130.861598931967,"sokoto_tambuwal"
702,113853,"Tangaza","Sokoto","Northwest",2479.3438,"148",45.9206181893774,"sokoto_tangaza"
703,221367,"Tarauni","Kano","Northwest",28.38943101,"Others",7797.51450185898,"kano_tarauni"
704,79494,"Tarka","Benue","North-Central",370.7770313,"Others",214.398393884546,"benue_tarka"
705,77204,"Tarmuwa","Yobe","Northeast",4588.744031,"148",16.8246473279913,"yobe_tarmuwa"
706,131757,"Taura","Jigawa","Northwest",652.3742118,"Others",201.96537143377,"jigawa_taura"
707,52040,"Teungo","Adamawa","Northeast",5472.009653,"Others",9.51021714142433,"adamawa_teungo"
708,97734,"Tofa","Kano","Northwest",201.608025,"Others",484.772369552254,"kano_tofa"
709,350404,"Toro","Bauchi","Northeast",6929.181605,"148",50.5693197227149,"bauchi_toro"
710,119077,"Toto","Nasarawa","North-Central",2903.582005,"113",41.0103795225856,"nasarawa_toto"
711,266008,"Tsafe","Zamfara","Northwest",1698.926609,"148",156.574156052906,"zamfara_tsafe"
712,157680,"Tsanyawa","Kano","Northwest",491.9089671,"Others",320.54711449882,"kano_tsanyawa"
713,231742,"Tudun-Wada","Kano","Northwest",1204.065909,"Others",192.466208259701,"kano_tudun_wada"
714,68370,"Tureta","Sokoto","Northwest",2385.112582,"148",28.6653135436774,"sokoto_tureta"
715,178466,"Udenu","Enugu","Southeast",248.2215213,"Others",718.978753596093,"enugu_udenu"
716,234002,"Udi","Enugu","Southeast",897.2235011,"Others",260.806810915132,"enugu_udi"
717,143361,"Udu","Delta","South-South",130.8391094,"148",1095.70449277301,"delta_udu"
718,53278,"Udung Uko","Akwa Ibom","South-South",60.47341931,"148",881.015173408424,"akwa_ibom_udung_uko"
719,321028,"Ughelli North","Delta","South-South",818.680416,"Others",392.128593436392,"delta_ughelli_north"
720,213576,"Ughelli South","Delta","South-South",786.2731833,"Others",271.630782450978,"delta_ughelli_south"
721,82618,"Ugwunagbo","Abia","Southeast",107.8673543,"Others",765.922187821751,"abia_ugwunagbo"
722,120813,"Uhunmwonde","Edo","South-South",2034.487419,"Others",59.3825249897011,"edo_uhunmwonde"
723,127033,"Ukanafun","Akwa Ibom","South-South",246.4012564,"Others",515.553377673443,"akwa_ibom_ukanafun"
724,216930,"Ukum","Benue","North-Central",1513.442469,"Others",143.335478185263,"benue_ukum"
725,58865,"Ukwa East","Abia","Southeast",280.0866854,"148",210.16707708163,"abia_ukwa_east"
726,88555,"Ukwa West","Abia","Southeast",270.7246871,"148",327.103527013366,"abia_ukwa_west"
727,120390,"Ukwuani","Delta","South-South",409.3372608,"113",294.109555931244,"delta_ukwuani"
728,220660,"Umuahia North","Abia","Southeast",244.5984573,"Others",902.131609642004,"abia_umuahia_north"
729,138570,"Umuahia South","Abia","Southeast",140.4096165,"Others",986.898215764303,"abia_umuahia_south"
730,163928,"Umu-Neochi","Abia","Southeast",368.4908197,"148",444.863185827693,"abia_umu_neochi"
731,369657,"Ungogo","Kano","Northwest",204.4089753,"Others",1808.41863454124,"kano_ungogo"
732,99247,"Unuimo","Imo","Southeast",86.74752662,"113",1144.09025671423,"imo_unuimo"
733,118300,"Uruan","Akwa Ibom","South-South",346.5393559,"Others",341.375367576252,"akwa_ibom_uruan"
734,71159,"Urue Offong/Oruko","Akwa Ibom","South-South",127.0164771,"Others",560.234401273597,"akwa_ibom_urue_offong_oruko"
735,188341,"Ushongo","Benue","North-Central",1227.608696,"Others",153.421037675673,"benue_ushongo"
736,92017,"Ussa","Taraba","Northeast",1494.314869,"Others",61.578052864841,"taraba_ussa"
737,191472,"Uvwie","Delta","South-South",95.22118617,"Others",2010.81301022823,"delta_uvwie"
738,309573,"Uyo","Akwa Ibom","South-South",186.5181455,"Others",1659.74736222112,"akwa_ibom_uyo"
739,124480,"Uzo Uwani","Enugu","Southeast",854.9982898,"148",145.590934490779,"enugu_uzo_uwani"
740,230120,"Vandeikya","Benue","North-Central",930.9152882,"148",247.197573094922,"benue_vandeikya"
741,179619,"Wammako","Sokoto","Northwest",697.4329198,"Others",257.543048084837,"sokoto_wammako"
742,72894,"Wamba","Nasarawa","North-Central",1155.882713,"113",63.0634918060237,"nasarawa_wamba"
743,128787,"Warawa","Kano","Northwest",359.9611076,"148",357.780319264692,"kano_warawa"
744,114720,"Warji","Bauchi","Northeast",624.9815171,"Others",183.557428277746,"bauchi_warji"
745,137300,"Warri North","Delta","South-South",1842.139974,"Others",74.5328812890741,"delta_warri_north"
746,303417,"Warri South","Delta","South-South",633.7679843,"Others",478.750911242583,"delta_warri_south"
747,116681,"Warri South West","Delta","South-South",1723.109198,"113",67.7153834100768,"delta_warri_south_west"
748,265203,"Wasagu/Danko","Kebbi","Northwest",4018.531628,"Others",65.9950012965283,"kebbi_wasagu_danko"
749,161714,"Wase","Plateau","North-Central",5027.776452,"Others",32.1641189786137,"plateau_wase"
750,185189,"Wudil","Kano","Northwest",361.7213222,"Others",511.965949017533,"kano_wudil"
751,241546,"Wukari","Taraba","Northeast",4305.316121,"Others",56.1041264361085,"taraba_wukari"
752,162307,"Wurno","Sokoto","Northwest",684.995827,"Others",236.94596901537,"sokoto_wurno"
753,81783,"Wushishi","Niger","North-Central",1880.272354,"113",43.4952946183668,"niger_wushishi"
754,115011,"Yabo","Sokoto","Northwest",789.3883696,"Others",145.696344700744,"sokoto_yabo"
755,149023,"Yagba East","Kogi","North-Central",1397.065119,"Others",106.668614063365,"kogi_yagba_east"
756,140150,"Yagba West","Kogi","North-Central",1277.235686,"Others",109.72916082459,"kogi_yagba_west"
757,196450,"Yakurr","Cross River","South-South",669.587039,"Others",293.389788866567,"cross_river_yakurr"
758,210843,"Yala","Cross River","South-South",1738.744335,"113",121.261645979712,"cross_river_yala"
759,255248,"Yalmatu/Deba","Gombe","Northeast",1978.763409,"148",128.993693151519,"gombe_yalmatu_deba"
760,95759,"Yankwashi","Jigawa","Northwest",371.15931,"Others",257.999725239278,"jigawa_yankwashi"
761,88777,"Yauri","Kebbi","Northwest",1390.464385,"Others",63.8470146792001,"kebbi_yauri"
762,353344,"Yenagoa","Bayelsa","South-South",706.5354993,"Others",500.107921470436,"bayelsa_yenagoa"
763,198247,"Yola North","Adamawa","Northeast",716.6815687,"Others",276.617969064843,"adamawa_yola_north"
764,194607,"Yola South","Adamawa","Northeast",112.5914137,"Others",1728.43553166968,"adamawa_yola_south"
765,89410,"Yorro","Taraba","Northeast",1274.047923,"148",70.177893928406,"taraba_yorro"
766,125821,"Yunusari","Yobe","Northeast",3785.590281,"113",33.2368245532274,"yobe_yunusari"
767,111086,"Yusufari","Yobe","Northeast",3925.016532,"148",28.3020463975972,"yobe_yusufari"
768,191457,"Zakki","Bauchi","Northeast",1475.193111,"Others",129.784364211283,"bauchi_zakki"
769,154743,"Zango","Katsina","Northwest",601.3395364,"Others",257.330494060626,"katsina_zango"
770,316370,"Zangon Kataf","Kaduna","Northwest",2667.340256,"Others",118.608789894108,"kaduna_zangon_kataf"
771,408198,"Zaria","Kaduna","Northwest",299.8297607,"Others",1361.43256442255,"kaduna_zaria"
772,127363,"Zing","Taraba","Northeast",1029.030546,"Others",123.76989244399,"taraba_zing"
773,293837,"Zurmi","Zamfara","Northwest",2835.29893,"113",103.635280531073,"zamfara_zurmi"
774,165547,"Zuru","Kebbi","Northwest",653.5930441,"Others",253.287579319267,"kebbi_zuru"
