"lga_id","num_existing_schools","num_existing_classrooms","total_teachers","primary_js","improved_functional_water_numerator","improved_functional_water_denominator","improved_functional_water_percent","improved_sanitation_numerator","improved_sanitation_denominator","improved_sanitation_percent","phcn_electricity_numerator","phcn_electricity_denominator","phcn_electricity_percent","num_classrm_w_chalkboard_numerator","num_classrm_w_chalkboard_denominator","num_classrm_w_chalkboard_percent","num_tchrs_with_nce_numerator","num_tchrs_with_nce_denominator","num_tchrs_with_nce_percent","lga","state","zone","pop_2006"
448,91,514,730,78,11,91,13,8,91,9,5,91,6,319,91,351,370,91,407,"Kurmi","Taraba","Northeast",91531
449,108,450,655,103,20,108,19,28,108,26,1,108,1,333,108,309,129,108,120,"Kunchi","Kano","Northwest",111018
450,79,2655,871,74,21,79,27,46,79,59,25,79,32,497,79,630,403,79,511,"Kura","Kano","Northwest",144601
451,81,1526,543,72,30,81,38,65,81,81,8,81,10,353,81,436,354,81,438,"Kurfi","Katsina","Northwest",11781
452,32,3200,162,29,8,32,25,17,32,54,7,32,22,5159,32,16122,62,32,194,"Kusada","Katsina","Northwest",99267
453,86,1648,1175,73,22,86,26,37,86,44,7,86,9,468,86,545,909,86,1057,"Kwali","FCT","North-Central",85837
454,265,2080,2735,231,17,265,7,58,265,22,12,265,5,846,265,320,2076,265,784,"Kwande","Benue","North-Central",248697
455,105,1481,1005,94,9,105,9,41,105,40,16,105,16,1410,105,1343,459,105,438,"Kwami","Gombe","Northeast",195298
456,77,362,615,71,16,77,21,14,77,19,6,77,8,207,77,269,202,77,263,"Kware","Sokoto","Northwest",133899
457,4,23,35,4,2,4,50,1,4,25,2,4,50,9,4,225,21,4,525,"Kwaya-Kusar","Borno","Northeast",56500
458,224,2398,2848,157,47,224,21,60,224,27,32,224,15,1123,224,502,1321,224,590,"Lafia","Nasarawa","North-Central",330712
459,71,577,1031,69,5,71,8,23,71,33,13,71,19,0,71,0,785,71,1106,"Lagelu","Oyo","Southwest",147957
460,115,1379,1611,71,65,115,57,104,115,91,94,115,82,1240,115,1079,769,115,669,"Lagos Island","Lagos","Southwest",209437
461,150,1678,1913,91,79,150,53,125,150,84,92,150,62,1356,150,904,767,150,512,"Lagos Mainland","Lagos","Southwest",317720
462,101,739,947,91,1,101,1,15,101,15,4,101,4,284,101,282,626,101,620,"Langtang South","Plateau","North-Central",106305
463,91,749,976,85,14,91,16,30,91,33,3,91,4,387,91,426,769,91,846,"Langtang North","Plateau","North-Central",140643
464,161,700,785,150,29,161,19,15,161,10,3,161,2,465,161,289,519,161,323,"Lapai","Niger","North-Central",110127
465,37,187,213,37,3,37,9,7,37,19,1,37,3,0,37,0,123,37,333,"Larmurde","Adamawa","Northeast",112803
466,119,1584,1349,109,19,119,16,26,119,22,0,119,0,346,119,291,884,119,743,"Lau","Taraba","Northeast",96590
467,229,1018,1902,226,45,229,20,42,229,19,16,229,7,0,229,0,817,229,357,"Lavun","Niger","North-Central",209917
468,114,740,829,114,48,114,43,18,114,16,5,114,5,0,114,0,387,114,340,"Lere","Kaduna","Northwest",331161
469,77,657,552,77,8,77,11,26,77,34,7,77,10,0,77,0,356,77,463,"Logo","Benue","North-Central",169063
470,111,1680,1438,91,28,111,26,47,111,43,45,111,41,513,111,463,881,111,794,"Lokoja","Kogi","North-Central",195261
471,31,165,283,28,6,31,20,12,31,39,1,31,4,79,31,255,66,31,213,"Machina","Yobe","Northeast",61606
472,101,671,1156,82,16,101,16,27,101,27,4,101,4,455,101,451,812,101,804,"Madgali","Adamawa","Northeast",134827
473,145,645,865,135,51,145,36,61,145,43,40,145,28,458,145,316,406,145,280,"Madobi","Kano","Northwest",136623
474,40,179,303,39,9,40,23,9,40,23,0,40,0,26,40,65,156,40,390,"Mafa","Borno","Northeast",103518
475,79,420,552,73,18,79,23,32,79,41,6,79,8,325,79,412,246,79,312,"Magama","Niger","North-Central",181653
476,18,128,235,16,2,18,12,3,18,17,2,18,12,61,18,339,116,18,645,"Magumeri","Borno","Northeast",140231
477,73,3430,795,65,18,73,25,55,73,76,9,73,13,2346,73,3214,231,73,317,"Mai'Adua","Katsina","Northwest",21178
478,45,890,2067,39,17,45,38,40,45,89,27,45,60,1786,45,3969,991,45,2203,"Maiduguri","Borno","Northeast",521492
479,79,457,425,70,35,79,45,21,79,27,11,79,14,431,79,546,272,79,345,"Maigatari","Jigawa","Northwest",179715
480,92,664,732,78,14,92,16,40,92,44,4,92,5,453,92,493,409,92,445,"Maiha","Adamawa","Northeast",111215
481,68,3360,566,65,16,68,24,26,68,39,16,68,24,2242,68,3298,169,68,249,"Maiyama","Kebbi","Northwest",175686
482,143,708,1467,132,34,143,24,61,143,43,11,143,8,482,143,338,580,143,406,"Makarfi","Kaduna","Northwest",146259
483,71,426,551,65,22,71,31,34,71,48,8,71,12,309,71,436,185,71,261,"Makoda","Kano","Northwest",222399
484,88,536,1051,75,65,88,74,33,88,38,20,88,23,494,88,562,367,88,418,"Malam-Maduri","Jigawa","Northwest",161413
485,83,3719,914,73,19,83,23,56,83,68,26,83,32,578,83,697,587,83,708,"Malumfashi","Katsina","Northwest",182920
486,257,1922,2862,235,36,257,15,46,257,18,20,257,8,1239,257,483,2025,257,788,"Mangu","Plateau","North-Central",294931
487,87,630,731,72,25,87,29,73,87,84,18,87,21,454,87,522,389,87,448,"Mani","Katsina","Northwest",176966
488,59,2284,535,55,9,59,16,16,59,28,10,59,17,192,59,326,185,59,314,"Maradun","Zamfara","Northwest",210852
489,39,167,158,37,13,39,34,13,39,34,2,39,6,103,39,265,71,39,183,"Mariga","Niger","North-Central",199430
490,126,1169,2268,96,12,126,10,52,126,42,47,126,38,585,126,465,1266,126,1005,"Makurdi","Benue","North-Central",297398
491,14,69,231,13,4,14,29,4,14,29,1,14,8,40,14,286,94,14,672,"Marte","Borno","Northeast",229370
492,113,572,701,112,30,113,27,30,113,27,10,113,9,0,113,0,263,113,233,"Maru","Zamfara","Northwest",291900
493,109,452,493,91,3,109,3,13,109,12,4,109,4,300,109,276,251,109,231,"Mashegu","Niger","North-Central",215022
494,76,535,612,72,15,76,20,47,76,62,12,76,16,0,76,0,207,76,273,"Mashi","Katsina","Northwest",173134
495,60,425,574,57,26,60,44,55,60,92,9,60,15,359,60,599,329,60,549,"Matazu","Katsina","Northwest",115325
496,162,1004,1833,140,22,162,14,38,162,24,5,162,4,674,162,417,941,162,581,"Mayo-Belwa","Adamawa","Northeast",153129
497,128,1345,1543,118,38,128,30,68,128,54,35,128,28,328,128,257,702,128,549,"Mbaitoli","Imo","Southeast",237555
498,58,618,695,57,12,58,21,28,58,49,8,58,14,0,58,0,331,58,571,"Mbo","Akwa Ibom","South-South",104012
499,75,661,875,75,25,75,34,26,75,35,5,75,7,0,75,0,580,75,774,"Michika","Adamawa","Northeast",155302
500,61,251,311,59,0,61,0,16,61,27,1,61,2,0,61,0,0,61,0,"Miga","Jigawa","Northwest",128424
501,80,518,623,80,29,80,37,13,80,17,1,80,2,0,80,0,341,80,427,"Mikang","Plateau","North-Central",97411
502,147,859,1066,134,40,147,28,103,147,71,39,147,27,477,147,325,451,147,307,"Minjibir","Kano","Northwest",213794
503,122,1624,1011,99,30,122,25,44,122,37,17,122,14,416,122,341,734,122,602,"Misau","Bauchi","Northeast",263487
504,69,767,1041,55,6,69,9,32,69,47,30,69,44,527,69,764,631,69,915,"Moba","Ekiti","Southwest",146496
505,16,108,169,14,6,16,38,8,16,50,6,16,38,83,16,519,68,16,425,"Mobbar","Borno","Northeast",116654
506,72,531,1017,58,8,72,12,24,72,34,8,72,12,352,72,489,573,72,796,"Mubi North","Adamawa","Northeast",151072
507,94,1629,981,75,7,94,8,36,94,39,5,94,6,1408,94,1498,572,94,609,"Mubi South","Adamawa","Northeast",128937
508,185,1905,1509,173,21,185,12,36,185,20,37,185,20,747,185,404,753,185,408,"Mokwa","Niger","North-Central",244937
510,50,458,727,36,20,50,40,31,50,62,18,50,36,301,50,602,513,50,1026,"Mopa Muro","Kogi","North-Central",44037
511,196,914,1787,153,67,196,35,22,196,12,45,196,23,768,196,392,1060,196,541,"Moro","Kwara","North-Central",108792
512,124,680,702,124,38,124,31,18,124,15,4,124,4,0,124,0,236,124,191,"Moya","Niger","North-Central",103651
513,72,732,675,66,9,72,13,50,72,70,6,72,9,202,72,281,460,72,639,"Mpkat-Enin","Akwa Ibom","South-South",178036
514,131,1949,3609,92,42,131,33,101,131,78,86,131,66,1582,131,1208,1776,131,1356,"Municipal-Area-Council","FCT","North-Central",778567
515,85,785,635,79,24,85,29,65,85,77,9,85,11,0,85,0,363,85,428,"Musawa","Katsina","Northwest",171714
516,139,6761,2612,109,86,139,62,120,139,87,100,139,72,7324,139,5270,1048,139,754,"Mushin","Lagos","Southwest",633009
517,90,453,798,76,8,90,9,26,90,29,3,90,4,317,90,353,271,90,302,"Nafada","Gombe","Northeast",138185
518,81,367,477,75,10,81,13,18,81,23,12,81,15,287,81,355,222,81,275,"Nangere","Yobe","Northeast",87823
519,118,2710,3161,102,36,118,31,97,118,83,92,118,78,1452,118,1231,1227,118,1040,"Nassarawa","Kano","Northwest",596669
520,166,1221,2502,128,24,166,15,43,166,26,18,166,11,808,166,487,1137,166,685,"Nasarawa","Nasarawa","North-Central",596669
521,78,1546,1031,67,6,78,8,6,78,8,5,78,7,460,78,590,668,78,857,"Nasarawa-Eggon","Nasarawa","North-Central",149129
522,76,647,1079,74,12,76,16,19,76,25,25,76,33,368,76,485,563,76,741,"Ndokwa-East","Delta","South-South",103171
523,121,5209,1658,113,38,121,32,56,121,47,41,121,34,5685,121,4699,1054,121,872,"Ndokwa-West","Delta","South-South",149325
524,59,341,352,55,3,59,6,9,59,16,0,59,0,106,59,180,221,59,375,"Nembe","Bayelsa","South-South",130931
525,7,22,32,7,2,7,29,1,7,15,0,7,0,10,7,143,17,7,243,"Ngala","Borno","Northeast",237071
526,20,123,416,19,7,20,35,5,20,25,0,20,0,82,20,410,71,20,355,"Nganzai","Borno","Northeast",99799
527,67,9277,342,63,13,67,20,20,67,30,5,67,8,7216,67,10771,134,67,200,"Ngaski","Kebbi","Northwest",124766
528,72,716,613,72,26,72,37,35,72,49,3,72,5,0,72,0,333,72,463,"Ngor-Okpala","Imo","Southeast",159932
529,60,408,793,51,23,60,39,34,60,57,20,60,34,194,60,324,340,60,567,"Nguru","Yobe","Northeast",150632
530,124,705,1330,100,33,124,27,35,124,29,12,124,10,421,124,340,557,124,450,"Ningi","Bauchi","Northeast",387192
531,56,4546,512,52,9,56,17,40,56,72,28,56,50,4258,56,7604,272,56,486,"Njaba","Imo","Southeast",145110
532,55,2661,895,50,23,55,42,37,55,68,22,55,40,329,55,599,399,55,726,"Njikoka","Anambra","Southeast",148465
533,45,303,459,42,2,45,5,7,45,16,12,45,27,51,45,114,352,45,783,"Nkanu East","Enugu","Southeast",148774
534,71,2614,841,64,9,71,13,35,71,50,35,71,50,326,71,460,446,71,629,"Nkanu West","Enugu","Southeast",146695
535,19,197,316,16,5,19,27,16,19,85,10,19,53,24,19,127,64,19,337,"Nkwerre","Imo","Southeast",80152
536,59,1818,919,58,24,59,41,47,59,80,29,59,50,334,59,567,454,59,770,"Nnewi North","Anambra","Southeast",157569
537,60,1538,500,59,16,60,27,38,60,64,23,60,39,249,60,415,267,60,445,"Nnewi South","Anambra","Southeast",233658
538,11,140,116,10,1,11,10,7,11,64,4,11,37,53,11,482,47,11,428,"Nsit-Atai","Akwa Ibom","South-South",74595
539,58,681,778,54,18,58,32,48,58,83,23,58,40,231,58,399,526,58,907,"Nsit-Ibom","Akwa Ibom","South-South",108611
540,71,889,684,70,17,71,24,42,71,60,20,71,29,0,71,0,445,71,627,"Nsit-Ubuim","Akwa Ibom","South-South",128231
541,127,1756,1204,74,8,127,7,33,127,26,11,127,9,535,127,422,679,127,535,"Nsukka","Enugu","Southeast",309633
542,50,13461,827,43,2,50,4,13,50,26,10,50,20,13292,50,26584,307,50,614,"Numan","Adamawa","Northeast",90723
543,26,283,245,25,0,26,0,18,26,70,4,26,16,0,26,0,0,26,0,"Nwangele","Imo","Southeast",128472
544,169,1940,1291,156,35,169,21,41,169,25,26,169,16,610,169,361,880,169,521,"Obafemi-Owode","Ogun","Southwest",228851
545,58,465,871,55,8,58,14,28,58,49,9,58,16,98,58,169,507,58,875,"Obanliku","Cross River","South-South",110324
546,81,671,1093,79,8,81,10,13,81,17,0,81,0,0,81,0,686,81,847,"Obi","Nasarawa","North-Central",148874
547,112,693,815,91,19,112,17,31,112,28,11,112,10,334,112,299,585,112,523,"Obi","Benue","North-Central",98855
548,61,830,1143,52,22,61,37,33,61,55,14,61,23,0,61,0,699,61,1146,"Obi Nwa","Abia","Southeast",181439
549,118,9258,1818,97,95,118,81,106,118,90,83,118,71,9051,118,7671,531,118,450,"Obio/Akpor","Rivers","South-South",464789
550,64,1575,530,58,7,64,11,23,64,36,17,64,27,1475,64,2305,334,64,522,"Obokun","Osun","Southwest",116511
551,62,3603,703,58,13,62,21,50,62,81,10,62,17,180,62,291,453,62,731,"Obot-Akara","Akwa Ibom","South-South",148281
552,67,2543,645,62,32,67,48,47,67,71,12,67,18,1291,67,1927,334,67,499,"Obowo","Imo","Southeast",118114
553,93,832,1348,82,20,93,22,35,93,38,20,93,22,346,93,373,633,93,681,"Obubra","Cross River","South-South",172444
554,110,1124,1694,97,33,110,30,71,110,65,12,110,11,632,110,575,1044,110,950,"Obudu","Cross River","South-South",160106
555,69,631,1001,69,11,69,16,31,69,45,12,69,18,0,69,0,768,69,1114,"Odeda","Ogun","Southwest",109449
556,136,2517,1933,127,15,136,12,93,136,69,33,136,25,2377,136,1748,953,136,701,"Odigbo","Ondo","Southwest",230351
557,125,1200,1804,110,55,125,44,103,125,83,94,125,76,958,125,767,1099,125,880,"Odogbolu","Ogun","Southwest",127123
558,87,970,766,87,18,87,21,48,87,56,28,87,33,0,87,0,502,87,578,"Odo-otin","Osun","Southwest",134110
559,81,949,1195,80,19,81,24,53,81,66,16,81,20,0,81,0,664,81,820,"Odukpani","Cross River","South-South",192444
560,105,991,1821,62,35,105,34,73,105,70,43,105,41,871,105,830,994,105,947,"Offa","Kwara","North-Central",89674
561,182,1096,1214,151,5,182,3,29,182,16,20,182,11,690,182,380,871,182,479,"Ofu","Kogi","North-Central",192169
562,123,1115,1379,93,48,123,40,71,123,58,72,123,59,722,123,587,648,123,527,"Ogba/Egbema/Ndoni","Rivers","South-South",284010
563,133,931,1028,115,10,133,8,46,133,35,28,133,22,635,133,478,761,133,573,"Ogbadibo","Benue","North-Central",128707
564,75,1770,1123,67,33,75,44,45,75,60,25,75,34,307,75,410,455,75,607,"Ogbaru","Anambra","Southeast",221879
565,52,317,755,35,4,52,8,18,52,35,30,52,58,157,52,302,423,52,814,"Ogbia","Bayelsa","South-South",179926
566,77,857,1529,48,25,77,33,44,77,58,34,77,45,718,77,933,799,77,1038,"Ogbomoso North","Oyo","Southwest",198720
567,97,984,1678,59,25,97,26,62,97,64,28,97,29,848,97,875,902,97,930,"Ogbomoso South","Oyo","Southwest",100815
568,13,86,141,8,8,13,62,4,13,31,6,13,47,47,13,362,65,13,500,"Ogo Bolo","Rivers","South-South",74683
569,108,2059,1254,98,17,108,16,43,108,40,27,108,25,1561,108,1446,666,108,617,"Ogoja","Cross River","South-South",171901
570,86,1624,744,74,11,86,13,28,86,33,17,86,20,2233,86,2597,475,86,553,"Ogo Oluwa","Oyo","Southwest",65184
571,25,174,255,21,14,25,56,13,25,52,8,25,32,151,25,604,187,25,748,"Ogori/Magongo","Kogi","North-Central",39622
572,72,577,771,71,12,72,17,24,72,34,16,72,23,474,72,659,567,72,788,"Ogun waterside","Ogun","Southwest",72935
573,57,550,394,55,9,57,16,19,57,34,18,57,32,197,57,346,280,57,492,"Oguta","Imo","Southeast",143008
574,79,917,1104,67,13,79,17,49,79,63,8,79,11,0,79,0,584,79,740,"Ohafia","Abia","Southeast",245144
575,55,1437,358,54,16,55,30,21,55,39,14,55,26,97,55,177,219,55,399,"Ohaji/Egbema","Imo","Southeast",182538
576,79,1761,772,70,37,79,47,22,79,28,7,79,9,287,79,364,492,79,623,"Ohaozara","Ebonyi","Southeast",148626
577,197,3813,2132,165,50,197,26,41,197,21,25,197,13,508,197,258,1294,197,657,"Ohaukwu","Ebonyi","Southeast",196337
578,83,1629,775,78,7,83,9,31,83,38,19,83,23,435,83,525,579,83,698,"Ohimini","Benue","North-Central",71482
579,87,757,670,87,21,87,25,17,87,20,3,87,4,0,87,0,543,87,625,"Ohionmwon","Edo","South-South",182717
580,113,6779,1078,106,18,113,16,39,113,35,41,113,37,293,113,260,660,113,585,"Oji-River","Enugu","Southeast",126587
581,91,1180,1918,60,50,91,55,55,91,61,52,91,58,795,91,874,541,91,595,"Ojo","Lagos","Southwest",598071
582,166,6365,1753,140,49,166,30,65,166,40,11,166,7,2607,166,1571,1321,166,796,"Oju","Benue","North-Central",170236
583,115,785,1280,95,24,115,21,47,115,41,28,115,25,626,115,545,749,115,652,"Okehi","Kogi","North-Central",199999
584,81,2663,1086,73,32,81,40,47,81,59,41,81,51,1417,81,1750,658,81,813,"Okene","Kogi","North-Central",320260
585,70,481,707,46,26,70,38,27,70,39,35,70,50,435,70,622,344,70,492,"Oke-Ero","Kwara","North-Central",57619
586,91,818,950,84,19,91,21,57,91,63,21,91,24,347,91,382,384,91,422,"Okigwe","Imo","Southeast",132237
587,111,4292,1421,108,17,111,16,57,111,52,26,111,24,3848,111,3467,911,111,821,"Okitipupa","Ondo","Southwest",233565
588,52,580,548,50,3,52,6,31,52,60,21,52,41,227,52,437,321,52,618,"Okobo","Akwa Ibom","South-South",104057
589,79,748,1330,76,25,79,32,46,79,59,49,79,63,549,79,695,645,79,817,"Okpe","Delta","South-South",130029
590,50,405,584,35,19,50,38,19,50,38,19,50,38,314,50,628,174,50,348,"Okrika","Rivers","South-South",222026
591,91,632,903,82,5,91,6,33,91,37,6,91,7,1391,91,1529,680,91,748,"Olamabolo","Kogi","North-Central",160152
592,58,499,408,55,11,58,19,18,58,32,15,58,26,340,58,587,266,58,459,"Ola-oluwa","Osun","Southwest",76593
593,87,982,1319,58,37,87,43,60,87,69,50,87,58,859,87,988,660,87,759,"Olorunda","Osun","Southwest",131761
594,89,2501,654,79,18,89,21,38,89,43,34,89,39,423,89,476,443,89,498,"Olorunsogo","Oyo","Southwest",81759
595,128,797,999,99,16,128,13,37,128,29,48,128,38,1609,128,1258,686,128,536,"Oluyole","Oyo","Southwest",202725
596,95,729,738,92,0,95,0,40,95,43,0,95,0,0,95,0,595,95,627,"Omala","Kogi","North-Central",108402
597,26,246,246,26,9,26,35,8,26,31,5,26,20,0,26,0,172,26,662,"Omuma","Rivers","South-South",100366
598,168,1239,1793,141,8,168,5,76,168,46,53,168,32,842,168,502,1199,168,714,"Ona-ara","Oyo","Southwest",265059
599,62,494,672,61,6,62,10,22,62,36,16,62,26,12,62,20,482,62,778,"Ondo East","Ondo","Southwest",74758
600,89,2194,2232,82,12,89,14,44,89,50,23,89,26,1035,89,1163,1150,89,1293,"Ondo west","Ondo","Southwest",283672
601,25,143,162,19,3,25,12,3,25,12,2,25,8,1051,25,4204,104,25,416,"Onicha","Ebonyi","Southeast",236828
602,57,2317,1990,55,28,57,50,48,57,85,38,57,67,687,57,1206,602,57,1057,"Onitsha North","Anambra","Southeast",124942
603,69,1354,1638,66,36,69,53,60,69,87,31,69,45,832,69,1206,655,69,950,"Onitsha","Anambra","Southeast",136662
604,50,603,567,44,20,50,40,43,50,86,28,50,56,235,50,470,394,50,788,"Onna","Akwa Ibom","South-South",123373
605,157,6086,1222,141,5,157,4,46,157,30,29,157,19,3320,157,2115,778,157,496,"Okpokwu","Benue","North-Central",176647
606,26,160,159,20,6,26,24,8,26,31,1,26,4,91,26,350,96,26,370,"Opobo/Nkoro","Rivers","South-South",151511
607,63,510,1039,28,20,63,32,21,63,34,13,63,21,316,63,502,451,63,716,"Oredo","Edo","South-South",374671
608,86,2613,1072,74,16,86,19,33,86,39,24,86,28,2512,86,2921,788,86,917,"Orelope","Oyo","Southwest",104441
609,112,3988,920,95,26,112,24,52,112,47,27,112,25,767,112,685,543,112,485,"Oriade","Osun","Southwest",148617
610,47,436,260,47,7,47,15,11,47,24,2,47,5,0,47,0,180,47,383,"OriIre","Oyo","Southwest",150628
611,77,3798,896,70,6,77,8,47,77,62,46,77,60,183,77,238,328,77,426,"Orlu","Imo","Southeast",142717
612,17,190,154,14,6,17,36,6,17,36,4,17,24,153,17,900,97,17,571,"Orolu","Osun","Southwest",103077
613,29,1372,545,22,16,29,56,23,29,80,22,29,76,1295,29,4466,247,29,852,"Oron","Akwa Ibom","South-South",87461
614,56,1586,635,55,16,56,29,40,56,72,26,56,47,2160,56,3858,407,56,727,"Orsu","Imo","Southeast",120003
615,64,1573,488,61,10,64,16,17,64,27,20,64,32,211,64,330,282,64,441,"Oru East","Imo","Southeast",111822
616,103,1085,1104,102,20,103,20,74,103,72,4,103,4,0,103,0,715,103,695,"Oruk Anam","Akwa Ibom","South-South",172654
617,97,2251,1067,92,24,97,25,67,97,70,38,97,40,368,97,380,481,97,496,"Orumba North","Anambra","Southeast",172405
618,60,651,536,59,11,60,19,45,60,75,10,60,17,0,60,0,266,60,444,"Orumba South","Anambra","Southeast",187198
619,59,7544,544,52,8,59,14,37,59,63,25,59,43,3187,59,5402,292,59,495,"Oru West","Imo","Southeast",117492
620,69,777,678,60,13,69,19,30,69,44,28,69,41,1603,69,2324,451,69,654,"Ose","Ondo","Southwest",144901
621,87,1997,1212,79,30,87,35,64,87,74,40,87,46,1601,87,1841,554,87,637,"Oshimili North","Delta","South-South",115316
622,101,1225,2150,94,77,101,77,86,101,86,73,101,73,1038,101,1028,1083,101,1073,"Oshimili South","Delta","South-South",149603
623,118,1609,2603,79,92,118,78,100,118,85,86,118,73,1314,118,1114,911,118,773,"Oshodi-Isolo","Lagos","Southwest",621509
624,39,363,574,35,11,39,29,12,39,31,3,39,8,174,39,447,358,39,918,"Osisioma Ngwa","Abia","Southeast",219632
625,70,1808,1225,46,20,70,29,42,70,60,21,70,30,636,70,909,711,70,1016,"Osogbo","Osun","Southwest",156694
626,139,1196,1725,113,4,139,3,48,139,35,39,139,29,741,139,534,1093,139,787,"Oturkpo","Benue","North-Central",261666
627,31,175,218,29,2,31,7,6,31,20,2,31,7,112,31,362,175,31,565,"Ovia North East","Edo","South-South",153849
628,44,3263,358,40,10,44,23,11,44,25,14,44,32,149,44,339,297,44,675,"Ovia-South-West","Edo","South-South",135356
629,56,1623,687,48,4,56,8,27,56,49,23,56,42,428,56,765,542,56,968,"Owan East","Edo","South-South",154385
630,73,606,830,59,9,73,13,37,73,51,24,73,33,435,73,596,543,73,744,"Owan West","Edo","South-South",97388
631,46,800,1544,39,16,46,35,30,46,66,19,46,42,1502,46,3266,482,46,1048,"Owerri-Municipal","Imo","Southeast",127213
632,115,4165,1938,103,51,115,45,70,115,61,68,115,60,2801,115,2436,724,115,630,"Owerri North","Imo","Southeast",175395
633,83,945,1340,74,29,83,35,41,83,50,33,83,40,389,83,469,553,83,667,"Owerri West","Imo","Southeast",99265
634,78,7816,1086,77,6,78,8,37,78,48,41,78,53,1612,78,2067,649,78,833,"Owo","Ondo","Southwest",218886
635,101,2992,1282,86,12,101,12,57,101,57,12,101,12,2623,101,2598,875,101,867,"Oye","Ekiti","Southwest",134210
636,35,351,356,33,9,35,26,20,35,58,11,35,32,126,35,360,202,35,578,"Oyi","Anambra","Southeast",168029
637,152,45798,1025,129,88,152,58,106,152,70,125,152,83,37576,152,24722,465,152,306,"Oyigbo","Rivers","South-South",122687
638,148,2289,2066,111,20,148,14,87,148,59,61,148,42,1083,148,732,1186,148,802,"Oyo","Oyo","Southwest",136236
639,75,633,1164,56,9,75,12,41,75,55,30,75,40,537,75,716,622,75,830,"Oyo East","Oyo","Southwest",123846
640,131,923,1497,95,70,131,54,59,131,46,44,131,34,627,131,479,771,131,589,"Oyun","Kwara","North-Central",94253
641,195,2272,1769,179,70,195,36,43,195,23,29,195,15,917,195,471,1055,195,542,"Paikoro","Niger","North-Central",158086
642,168,1266,1347,149,17,168,11,16,168,10,5,168,3,849,168,506,1017,168,606,"Pankshin","Plateau","North-Central",191685
643,35,313,519,34,5,35,15,8,35,23,8,35,23,210,35,600,305,35,872,"Patani","Delta","South-South",67707
644,142,795,959,116,31,142,22,45,142,32,35,142,25,634,142,447,555,142,391,"Patigi","Kwara","North-Central",112317
645,69,722,1492,57,45,69,66,44,69,64,43,69,63,484,69,702,406,69,589,"Port-Harcourt","Rivers","South-South",541115
646,53,544,977,40,7,53,14,32,53,61,2,53,4,476,53,899,632,53,1193,"Potiskum","Yobe","Northeast",205876
647,185,1192,1605,165,22,185,12,18,185,10,0,185,0,743,185,402,974,185,527,"Qua'an-Pan","Plateau","North-Central",196929
648,81,1347,413,77,23,81,29,39,81,49,10,81,13,246,81,304,140,81,173,"Rabah","Sokoto","Northwest",149165
649,133,703,1065,119,40,133,31,39,133,30,24,133,19,501,133,377,551,133,415,"Rafi","Niger","North-Central",181929
650,139,764,1091,132,20,139,15,53,139,39,39,139,29,557,139,401,403,139,290,"Rano","Kano","Northwest",145439
651,51,523,691,44,19,51,38,37,51,73,24,51,48,407,51,799,424,51,832,"Remo North","Ogun","Southwest",59911
652,101,540,697,89,33,101,33,35,101,35,12,101,12,431,101,427,439,101,435,"Rijau","Niger","North-Central",176053
653,72,419,518,62,12,72,17,44,72,62,13,72,19,333,72,463,250,72,348,"Rimi","Katsina","Northwest",153744
654,88,424,783,80,28,88,32,29,88,33,18,88,21,284,88,323,250,88,285,"Rimin Gado","Kano","Northwest",104790
655,118,743,951,95,65,118,56,42,118,36,16,118,14,572,118,485,308,118,262,"Ringim","Jigawa","Northwest",192024
656,73,561,674,72,24,73,33,15,73,21,5,73,7,0,73,0,440,73,603,"Riyom","Plateau","North-Central",131557
657,144,778,853,125,28,144,20,95,144,66,24,144,17,1361,144,946,366,144,255,"Rogo","Kano","Northwest",227742
658,54,353,463,35,22,54,41,33,54,62,21,54,39,306,54,567,172,54,319,"Roni","Jigawa","Northwest",77819
659,149,1722,1155,120,20,149,14,24,149,17,11,149,8,1399,149,939,246,149,166,"Sabon-Birni","Sokoto","Northwest",207599
660,59,2496,1099,47,8,59,14,39,59,67,21,59,36,2297,59,3894,742,59,1258,"Sabon-Gari","Kaduna","Northwest",286871
661,78,394,355,66,31,78,40,53,78,68,33,78,43,2265,78,2904,150,78,193,"Sabuwa","Katsina","Northwest",136050
663,106,801,1236,91,20,106,19,47,106,45,1,106,1,0,106,0,613,106,579,"Sagbama","Bayelsa","South-South",187146
664,69,315,363,69,21,69,31,23,69,34,2,69,3,256,69,372,122,69,177,"Sakaba","Kebbi","Northwest",89937
665,72,4420,612,71,6,72,9,5,72,7,6,72,9,2318,72,3220,419,72,582,"Saki East","Oyo","Southwest",110223
666,150,8429,2080,119,25,150,17,74,150,50,47,150,32,998,150,666,1255,150,837,"Saki west","Oyo","Southwest",278002
667,1,4,4,1,0,1,0,0,1,0,0,1,0,4,1,400,3,1,300,"Sandamu","Katsina","Northwest",137287
668,6,53,36,6,2,6,34,2,6,34,0,6,0,45,6,750,15,6,250,"Sanga","Kaduna","Northwest",149333
669,208,2945,3244,195,80,208,39,139,208,67,90,208,44,1517,208,730,1480,208,712,"Sapele","Delta","South-South",171888
670,191,1240,1639,163,1,191,1,83,191,44,0,191,0,649,191,340,1043,191,547,"Sardauna","Taraba","Northeast",224437
671,164,2727,2418,128,95,164,58,123,164,75,66,164,41,1365,164,833,1240,164,757,"Shagamu","Ogun","Southwest",253412
672,87,455,634,81,13,87,15,22,87,26,9,87,11,209,87,241,180,87,207,"Shagari","Sokoto","Northwest",156413
